userId,movieId,rating,timestamp
50,459,1,1610765300886
50,428,1,1610765302940
50,57,1,1610765304229
50,440,-1,1610765318623
50,167,1,1610765323982
50,554,1,1610765327974
50,30,1,1610765345310
50,172,1,1610765351935
50,64,1,1610765354343
50,336,1,1610765371119
50,114,1,1610765372584
50,568,1,1610765389537
50,418,1,1610765393897
50,223,1,1610765395617
50,108,1,1610765396833
50,513,1,1610765398241
50,357,1,1610765408978
50,723,1,1610765410194
50,665,-1,1610765422370
50,173,-1,1610765423802
50,575,1,1610765426827
50,87,-1,1610765439755
50,219,1,1610765444395
50,216,1,1610765445652
50,43,1,1610765451539
50,20,1,1610765457619
50,281,1,1610765459347
50,83,1,1610765470036
50,826,1,1610765479869
50,662,1,1610765481108
50,362,1,1610765484469
50,615,1,1610765501981
50,681,1,1610765508422
50,110,-1,1610765516014
50,626,-1,1610765521142
50,468,1,1610765526430
50,129,1,1610765527839
50,138,1,1610765533583
50,436,1,1610765536735
50,109,1,1610765549544
50,372,1,1610765551608
50,241,1,1610765553056
50,154,1,1610765564680
50,689,-1,1610765577257
50,274,-1,1610765578809
50,759,1,1610765591850
50,661,1,1610765625163
50,256,1,1610765627980
50,705,1,1610765632300
30,459,-1,1610765721292
30,473,1,1610765730110
30,679,1,1610765739398
50,473,1,1610765740273
30,654,1,1610765749183
30,175,1,1610765752524
30,336,1,1610765759017
30,554,1,1610765764715
30,618,1,1610765768510
30,167,1,1610765772696
30,428,1,1610765776003
30,172,1,1610765789408
30,112,1,1610765792006
30,440,1,1610765794520
30,461,1,1610765801641
30,87,-1,1610765806028
30,769,-1,1610765816573
30,223,1,1610765818518
30,493,1,1610765821485
30,117,1,1610765824802
30,216,1,1610765830702
30,770,1,1610765844531
30,626,1,1610765933730
30,281,1,1610765934823
30,129,1,1610765944259
30,753,-1,1610765947426
30,732,1,1610765949824
30,575,1,1610765984809
30,662,1,1610765994610
30,20,1,1610766031496
30,513,1,1610766036089
30,357,1,1610766037284
49,57,1,1610766043104
49,114,1,1610766045175
49,87,-1,1610766048971
49,109,1,1610766057409
49,568,1,1610766061585
49,117,-1,1610766071402
49,223,1,1610766072797
49,418,1,1610766074424
30,830,1,1610766075781
49,654,1,1610766087465
49,83,1,1610766088650
30,43,1,1610766089083
49,64,1,1610766099596
30,418,-1,1610766101366
30,759,-1,1610766113482
49,679,1,1610766136352
49,112,1,1610766139555
49,108,1,1610766141014
49,473,1,1610766142125
49,129,1,1610766151055
49,267,1,1610766152869
30,723,-1,1610766153591
49,336,1,1610766156844
49,830,1,1610766159611
49,770,1,1610766169122
30,436,1,1610766195780
30,827,1,1610766201987
49,753,1,1610766203385
49,436,1,1610766214309
49,662,1,1610766236231
30,639,-1,1610766239647
49,769,1,1610766246403
49,335,1,1610766249203
49,665,1,1610766264246
49,723,1,1610766265513
49,154,1,1610766278772
49,281,1,1610766280247
49,575,1,1610766282114
49,513,1,1610766284247
49,339,1,1610766308797
49,357,1,1610766316286
49,451,-1,1610766322800
49,639,-1,1610766331478
49,550,1,1610766332906
49,737,1,1610766337350
30,583,1,1610766341448
49,689,1,1610766349922
49,30,1,1610766373275
49,440,1,1610766376508
49,618,1,1610766386507
49,172,1,1610766387691
49,428,1,1610766408223
49,163,1,1610766410488
49,372,1,1610766411789
4,43,1,1610766425641
4,114,-1,1610766436472
4,223,1,1610766438681
49,655,1,1610766440955
49,759,-1,1610766442980
4,554,1,1610766444351
49,216,1,1610766447220
4,57,1,1610766448245
4,236,1,1610766452233
4,172,1,1610766453649
49,615,1,1610766455137
4,753,1,1610766455473
4,770,1,1610766456819
4,83,1,1610766458574
4,307,1,1610766461114
4,129,1,1610766462358
4,654,1,1610766465652
4,618,1,1610766470543
4,167,1,1610766473439
49,785,1,1610766476269
4,459,-1,1610766477964
4,830,1,1610766480917
4,550,1,1610766482696
4,461,1,1610766487696
4,339,1,1610766489332
4,473,1,1610766490693
4,357,1,1610766492181
4,216,1,1610766493361
4,136,1,1610766497884
4,440,1,1610766500948
30,689,1,1610766502298
30,737,1,1610766504043
4,278,1,1610766507174
4,689,1,1610766508683
4,281,1,1610766511955
30,30,1,1610766513186
4,637,1,1610766517091
4,615,1,1610766518116
4,769,1,1610766523912
4,135,1,1610766525168
4,215,-1,1610766530001
30,568,-1,1610766530952
4,175,1,1610766536732
4,3,1,1610766538094
30,110,-1,1610766544461
4,406,1,1610766543787
4,274,1,1610766553273
4,336,1,1610766554658
4,644,1,1610766556004
4,647,1,1610766559307
30,655,1,1610766562099
4,661,1,1610766564293
4,372,1,1610766565450
4,64,1,1610766566527
30,108,1,1610766568632
4,737,1,1610766574308
30,215,1,1610766575536
4,108,1,1610766575533
4,163,-1,1610766586445
4,493,-1,1610766592761
4,436,1,1610766602964
4,112,1,1610766608046
4,138,1,1610766609148
4,418,-1,1610766611760
4,705,1,1610766614010
4,219,1,1610766615088
30,785,-1,1610766617099
4,513,1,1610766619556
30,274,-1,1610766629081
30,163,1,1610766631404
30,173,-1,1610766632941
4,723,1,1610766632382
4,515,1,1610766633588
4,575,1,1610766634618
4,251,1,1610766636286
4,568,1,1610766637347
4,303,1,1610766640981
59,300,1,1610766642088
4,335,1,1610766643074
59,163,1,1610766644695
59,274,1,1610766646043
