userId,movieId,rating,timestamp
30,566,1,1610764242836
30,388,1,1610764250491
30,101,1,1610764251498
30,53,1,1610764255188
30,416,1,1610764264455
30,378,1,1610764268390
30,488,-1,1610764275386
30,200,1,1610764277907
30,480,1,1610764281567
30,447,1,1610764999927
30,330,1,1610765002982
30,484,1,1610765005058
30,100,1,1610765006201
30,77,1,1610765007643
30,60,1,1610765015105
35,403,1,1610765300886
35,378,1,1610765302940
35,53,1,1610765304229
35,388,-1,1610765318623
35,152,1,1610765323982
35,484,1,1610765327974
35,29,1,1610765345310
35,156,1,1610765351935
35,60,1,1610765354343
35,297,1,1610765371119
35,105,1,1610765372584
35,494,1,1610765389537
35,368,1,1610765393897
35,200,1,1610765395617
35,100,1,1610765396833
35,447,1,1610765398241
35,316,1,1610765408978
35,620,1,1610765410194
35,577,-1,1610765422370
35,157,-1,1610765423802
35,501,1,1610765426827
35,80,-1,1610765439755
35,196,1,1610765444395
35,193,1,1610765445652
35,40,1,1610765451539
35,20,1,1610765457619
35,251,1,1610765459347
35,77,1,1610765470036
35,698,1,1610765479869
35,574,1,1610765481108
35,320,1,1610765484469
35,535,1,1610765501981
35,102,-1,1610765516014
35,544,-1,1610765521142
35,412,1,1610765526430
35,119,1,1610765527839
35,128,1,1610765533583
35,384,1,1610765536735
35,101,1,1610765549544
35,330,1,1610765551608
35,217,1,1610765553056
35,142,1,1610765564680
35,593,-1,1610765577257
35,244,-1,1610765578809
35,648,1,1610765591850
35,573,1,1610765625163
35,606,1,1610765632300
17,403,-1,1610765721292
17,416,1,1610765730110
17,586,1,1610765739398
35,416,1,1610765740273
17,566,1,1610765749183
17,159,1,1610765752524
17,297,1,1610765759017
17,484,1,1610765764715
17,538,1,1610765768510
17,152,1,1610765772696
17,378,1,1610765776003
17,156,1,1610765789408
17,103,1,1610765792006
17,388,1,1610765794520
17,405,1,1610765801641
17,80,-1,1610765806028
17,654,-1,1610765816573
17,200,1,1610765818518
17,431,1,1610765821485
17,108,1,1610765824802
17,193,1,1610765830702
17,655,1,1610765844531
17,544,1,1610765933730
17,251,1,1610765934823
17,119,1,1610765944259
17,644,-1,1610765947426
