userId,movieId,rating,timestamp
2,4,7,1610581835071
1,7,7,1610581897126
3,8,7,1610581999041
0,2,7,1610582110511
0,0,-7,1610582114524
0,24,7,1610582296894
4,10,7,1610582906881
5,15,7,1610583123547
5,18,-7,1610583128777
5,12,7,1610583130963
5,1,7,1610583327623
5,9,-7,1610583328713
5,23,-7,1610583329107
5,29,7,1610583329791
5,13,7,1610583330448
5,21,7,1610583331140
5,0,-7,1610583331906
5,16,-7,1610583332306
5,5,-7,1610583332669
5,25,7,1610583333439
5,28,7,1610583334190
5,17,-7,1610583335013
5,11,7,1610583336011
5,14,7,1610583341087
6,27,7,1610590496461
6,6,-7,1610590497837
6,22,7,1610590498592
6,3,7,1610590499083
6,20,-7,1610590499815
6,26,7,1610592588821
6,17,-7,1610592589903
6,19,-7,1610593567957
6,18,7,1610593568936
